resample,ghost_custom_frac,organic_custom_frac,separation
177,1.0,0.16666666666666666,0.8333333333333334
178,1.0,0.36666666666666664,0.6333333333333333
179,1.0,0.3,0.7
180,1.0,0.26666666666666666,0.7333333333333334
181,1.0,0.23333333333333334,0.7666666666666666
182,1.0,0.26666666666666666,0.7333333333333334
183,1.0,0.3,0.7
184,1.0,0.16666666666666666,0.8333333333333334
185,1.0,0.2,0.8
186,1.0,0.3,0.7
187,1.0,0.16666666666666666,0.8333333333333334
188,1.0,0.3,0.7
189,1.0,0.26666666666666666,0.7333333333333334
190,1.0,0.4666666666666667,0.5333333333333333
191,1.0,0.43333333333333335,0.5666666666666667
192,1.0,0.3333333333333333,0.6666666666666667
193,1.0,0.3,0.7
194,1.0,0.4,0.6
195,1.0,0.26666666666666666,0.7333333333333334
196,1.0,0.2,0.8
197,1.0,0.3333333333333333,0.6666666666666667
198,1.0,0.26666666666666666,0.7333333333333334
199,1.0,0.36666666666666664,0.6333333333333333
200,1.0,0.3,0.7
201,1.0,0.3,0.7
202,1.0,0.13333333333333333,0.8666666666666667
203,1.0,0.13333333333333333,0.8666666666666667
204,1.0,0.3,0.7
205,1.0,0.3,0.7
206,1.0,0.23333333333333334,0.7666666666666666
207,1.0,0.26666666666666666,0.7333333333333334
208,1.0,0.4,0.6
209,1.0,0.4,0.6
210,1.0,0.03333333333333333,0.9666666666666667
211,1.0,0.26666666666666666,0.7333333333333334
212,1.0,0.3333333333333333,0.6666666666666667
213,1.0,0.26666666666666666,0.7333333333333334
214,1.0,0.26666666666666666,0.7333333333333334
215,1.0,0.13333333333333333,0.8666666666666667
216,1.0,0.3333333333333333,0.6666666666666667
217,1.0,0.26666666666666666,0.7333333333333334
218,1.0,0.2,0.8
219,1.0,0.13333333333333333,0.8666666666666667
220,1.0,0.23333333333333334,0.7666666666666666
221,1.0,0.16666666666666666,0.8333333333333334
222,1.0,0.16666666666666666,0.8333333333333334
223,1.0,0.3333333333333333,0.6666666666666667
224,1.0,0.4,0.6
225,1.0,0.16666666666666666,0.8333333333333334
226,1.0,0.23333333333333334,0.7666666666666666
227,1.0,0.3333333333333333,0.6666666666666667
228,1.0,0.1,0.9
229,1.0,0.23333333333333334,0.7666666666666666
230,1.0,0.23333333333333334,0.7666666666666666
231,1.0,0.3,0.7
232,1.0,0.23333333333333334,0.7666666666666666
233,1.0,0.23333333333333334,0.7666666666666666
